sector,years_in_operation,num_employees,loan_amount_kes,loan_term_months,interest_rate_pct,mpesa_avg_monthly_inflow,mpesa_avg_monthly_outflow,mpesa_txn_count_monthly,mpesa_savings_ratio,electricity_payment_delays,electricity_bill_avg,water_bill_avg,social_media_active,online_ads_spend_kes,avg_monthly_data_spend,avg_monthly_airtime_spend,pos_monthly_sales,pos_txn_volume,loan_default,dataset_source
Agribusiness,4.9,6,331106,24,18.83,30691,19457,155,0.366,2,4056,5228,0,0,1089,999,70192,294,0,Kenya_SME
Retail,6.4,12,911828,36,23.19,79605,50120,276,0.3704,2,1366,814,1,3459,1265,1485,147834,378,0,Kenya_SME
Retail,4.3,7,393642,24,25.9,61334,33275,831,0.4575,1,9456,2672,0,0,2321,1732,75263,258,0,Kenya_SME
Hospitality,0.5,1,633358,36,18.85,27179,14182,96,0.4782,9,13867,6835,0,0,6831,1339,69474,155,0,Kenya_SME
Manufacturing,3.8,27,211850,24,20.9,26156,21178,275,0.1903,5,1345,2748,0,0,2441,878,40926,87,1,Kenya_SME
Construction,3.2,2,419293,12,26.08,65230,50909,262,0.2195,1,6429,1537,1,8421,1031,1066,126253,130,0,Kenya_SME
Services,14.7,9,147789,12,18.1,144696,28939,450,0.8,1,4927,1179,1,1739,1344,1143,60518,289,0,Kenya_SME
Transport,3,1,69945,12,20.68,18539,4951,171,0.7329,4,3088,2190,0,0,848,1033,50021,234,1,Kenya_SME
ICT,1.1,16,834585,12,17.51,95278,79683,475,0.1637,2,95426,987,0,0,9223,947,145075,287,0,Kenya_SME
Hospitality,3.3,10,164262,12,23.28,83007,37707,337,0.5457,0,8035,2177,0,0,1302,746,104810,397,0,Kenya_SME
Retail,0.5,2,212668,12,21.75,62961,33249,77,0.4719,4,4315,2556,0,0,1080,1712,37480,40,0,Kenya_SME
Agribusiness,4.1,14,611656,24,16.91,191665,40259,133,0.7899,4,1723,1421,1,1056,4945,886,171869,930,0,Kenya_SME
Retail,4.5,5,398798,12,14.76,14045,10326,367,0.2648,7,2310,966,0,0,2595,3359,21045,54,0,Kenya_SME
Manufacturing,1.3,9,2111169,36,16.9,61672,33670,136,0.454,2,2613,1673,0,0,914,2018,71567,604,0,Kenya_SME
Retail,0.5,3,210046,24,17.6,33896,15284,173,0.5491,2,3813,1308,0,0,1132,579,43858,140,0,Kenya_SME
Wholesale,2.4,1,398941,12,20.33,40324,27111,240,0.3277,6,17827,556,0,0,1337,1130,23976,60,1,Kenya_SME
Manufacturing,4.3,22,74782,18,23.7,43501,25860,181,0.4055,0,3553,1056,0,0,1227,1999,113381,138,0,Kenya_SME
Informal,2.8,6,22986,12,18.59,45705,29213,184,0.3608,3,5179,570,1,3696,1364,1375,495868,1671,0,Kenya_SME
ICT,4.1,1,376085,12,21.62,27970,21550,179,0.2295,6,5674,1174,0,0,1824,492,67460,213,1,Kenya_SME
Transport,1.8,4,615646,12,21.83,22472,18064,217,0.1962,7,9075,832,0,0,3585,315,62441,401,1,Kenya_SME
Transport,9.1,8,425724,24,19.34,163593,99397,126,0.3924,2,5998,3887,1,4513,970,2234,58519,143,0,Kenya_SME
Retail,0.5,11,45719,36,22.2,51733,31293,278,0.3951,6,8623,2503,0,0,2043,277,131055,400,0,Kenya_SME
Retail,35,29,872635,36,20.92,24381,20782,49,0.1476,14,1874,2157,0,0,1520,2482,15586,21,1,Kenya_SME
Manufacturing,3.3,8,192663,24,15.82,129260,96436,594,0.2539,2,1121,2980,1,35734,2039,984,157682,340,0,Kenya_SME
Construction,7.4,1,289821,18,27.54,16917,12198,264,0.2789,3,4458,5585,0,0,3321,300,41276,114,1,Kenya_SME
Retail,0.5,4,746081,24,8.24,76491,56396,255,0.2627,2,6686,880,0,0,1632,1678,55452,98,0,Kenya_SME
Manufacturing,0.5,14,381389,18,15.43,41850,31467,389,0.2481,3,9025,4165,0,0,3784,736,317870,460,0,Kenya_SME
ICT,14.5,2,4730726,36,20.59,155879,110484,144,0.2912,3,5429,1098,0,0,951,1051,100490,307,0,Kenya_SME
Agribusiness,0.5,5,359611,12,14.07,137440,104591,160,0.239,0,1376,4344,1,12643,1434,747,62557,232,0,Kenya_SME
Construction,0.5,1,143709,24,21.54,8549,5666,28,0.3372,4,3715,874,0,0,1243,812,5634,20,1,Kenya_SME
Construction,3.3,2,97946,24,19.59,73715,33799,105,0.5415,3,1921,2412,0,0,1792,1190,24348,76,0,Kenya_SME
Retail,5,3,231252,36,24.74,66276,54205,284,0.1821,6,7511,2689,0,0,1828,453,186669,312,1,Kenya_SME
Wholesale,4.2,5,395298,24,14.52,63085,51589,294,0.1822,2,4618,2134,0,0,2470,1197,103343,346,0,Kenya_SME
Retail,2.5,3,108797,60,22.55,15684,14547,126,0.0725,5,3885,2019,0,0,2236,423,117797,157,1,Kenya_SME
Manufacturing,8.2,1,778200,18,14.17,49200,29176,245,0.407,3,2526,906,0,0,1486,563,44816,103,0,Kenya_SME
Hospitality,11.4,12,2121046,48,21.56,29170,14413,117,0.5059,5,5339,1376,0,0,3094,538,808044,1820,1,Kenya_SME
Retail,10,12,700068,36,14.63,25753,17031,335,0.3387,2,10887,3361,1,9163,675,749,66656,176,0,Kenya_SME
Construction,5,5,97520,6,13.36,49473,32665,249,0.3397,3,6038,1218,0,0,1659,1408,140143,412,0,Kenya_SME
Informal,16.9,14,463846,36,16.85,84123,52276,240,0.3786,0,2410,1080,0,0,388,510,29166,134,0,Kenya_SME
Wholesale,7.7,9,1154264,24,16.57,44831,34512,1084,0.2302,4,3202,3314,1,9700,7236,1211,133673,112,0,Kenya_SME
Manufacturing,2.1,9,318885,12,14.71,55534,17021,124,0.6935,1,7392,1119,0,0,2365,750,184214,686,1,Kenya_SME
Agribusiness,2.2,6,1080987,18,11.34,69288,41493,291,0.4011,2,5667,1401,0,0,4141,4249,426454,661,0,Kenya_SME
Manufacturing,0.7,8,251045,12,17.64,19352,14203,192,0.266,5,2387,4319,0,0,1502,411,42740,86,0,Kenya_SME
Retail,6.1,3,147380,6,13.94,659201,459755,751,0.3026,0,2083,952,1,810,3369,4273,1327610,2703,0,Kenya_SME
Retail,0.8,2,173300,24,25.98,30974,13115,124,0.5766,5,2497,2451,1,3707,939,843,88086,99,1,Kenya_SME
Retail,9.8,1,350545,48,18.51,13921,10011,611,0.2808,3,4121,889,0,0,1627,912,80801,140,1,Kenya_SME
Wholesale,5.9,1,2051862,12,14.21,152151,138705,802,0.0884,0,1918,1030,0,0,1375,1864,83113,82,0,Kenya_SME
Retail,7.3,14,260428,6,11.34,55375,35524,456,0.3585,2,5882,1246,1,3939,2393,626,55325,108,0,Kenya_SME
Agribusiness,1.5,6,106021,24,19.64,29840,13423,203,0.5502,4,1185,2043,1,1280,1596,1793,515822,2347,0,Kenya_SME
Wholesale,6.5,3,107740,12,14.34,81318,54630,140,0.3282,2,4800,2495,0,0,4288,852,186085,841,0,Kenya_SME
Retail,0.5,1,281851,36,19.94,64473,57414,213,0.1095,10,2146,1037,0,0,855,703,26088,69,1,Kenya_SME
Agribusiness,3.6,2,1464557,18,11.18,136520,55764,566,0.5915,2,1867,1723,0,0,1558,878,560306,1827,0,Kenya_SME
Retail,0.5,1,359884,12,21.96,34693,23643,148,0.3185,2,4238,1106,1,10600,2727,779,179765,487,1,Kenya_SME
Retail,6.1,3,363244,18,15.42,193489,112968,220,0.4161,0,1920,2459,1,3192,6679,1661,122968,430,0,Kenya_SME
Agribusiness,0.5,1,254199,36,23.21,10926,10689,133,0.0217,3,1217,1770,0,0,2472,645,10953,18,1,Kenya_SME
Retail,2.8,10,301639,36,20.14,202655,92710,530,0.5425,1,1119,1747,1,3822,3943,2117,160914,276,0,Kenya_SME
Services,1.8,5,202710,18,19.81,41391,26985,360,0.348,4,2417,1273,0,0,1072,936,38319,56,1,Kenya_SME
Retail,12.8,6,210239,24,14.78,130874,52306,532,0.6003,1,7305,8667,1,1511,1318,1541,707534,1280,0,Kenya_SME
Agribusiness,2.9,8,251780,18,20.11,20919,11153,454,0.4668,1,2892,1634,1,816,1183,1266,40143,111,0,Kenya_SME
Transport,9.4,4,572124,6,17.81,74796,63483,215,0.1512,4,5029,1456,1,15235,1433,1018,272975,696,0,Kenya_SME
Wholesale,12,4,720585,12,29.23,15517,14547,93,0.0625,8,1129,3314,0,0,1330,1451,230822,656,0,Kenya_SME
Manufacturing,2.1,4,478356,36,28.84,46988,43028,95,0.0843,3,9824,6694,1,6381,2995,985,149204,276,0,Kenya_SME
Construction,0.5,16,330031,12,18.67,60761,19607,468,0.6773,6,20065,3745,0,0,929,1882,24374,179,0,Kenya_SME
ICT,1.3,2,1157760,18,21.82,57232,44621,395,0.2203,1,1255,1256,0,0,1260,1195,21077,163,0,Kenya_SME
Wholesale,3.9,9,1189833,24,17.73,73653,38323,254,0.4797,2,6093,2454,1,2599,1497,759,134957,181,0,Kenya_SME
Manufacturing,1,1,207923,12,10.9,172750,116746,278,0.3242,4,5892,1306,1,2424,1290,1002,287063,1295,0,Kenya_SME
Retail,2.4,1,334474,24,16.39,6077,5065,112,0.1665,10,13570,1905,0,0,891,503,104307,463,1,Kenya_SME
Manufacturing,3,1,386684,24,12.18,108133,66668,255,0.3835,2,4973,2099,1,5340,745,2121,154411,1389,0,Kenya_SME
Services,5.3,2,2425845,18,11.31,214119,177428,1106,0.1714,0,853,1621,1,1635,1036,1318,1135962,5104,0,Kenya_SME
Informal,3.3,6,711843,18,17.15,83864,63176,1005,0.2467,2,6558,1422,1,3423,2879,1550,190683,262,0,Kenya_SME
Construction,4.5,1,119327,24,24.99,7679,6648,73,0.1342,2,8983,1416,0,0,1126,883,5274,11,1,Kenya_SME
Retail,4.7,6,144912,12,18.66,74098,62222,178,0.1603,2,5629,2766,0,0,1938,732,283822,592,0,Kenya_SME
Informal,3.9,19,431120,12,18.72,128537,25707,179,0.8,2,7617,4950,0,0,1439,818,198940,314,0,Kenya_SME
Transport,14.6,2,1061463,48,15,34958,31837,232,0.0893,4,2237,2555,1,1240,2949,916,58017,279,0,Kenya_SME
Transport,2.9,5,533559,36,26,55999,46152,60,0.1758,2,9892,7417,0,0,980,949,175534,288,0,Kenya_SME
Hospitality,8.3,11,503363,24,16.7,12556,5494,117,0.5624,4,8721,893,0,0,1436,2021,175854,371,0,Kenya_SME
Agribusiness,7.6,6,1124586,24,25.99,153819,124482,241,0.1907,3,11368,2762,0,0,1441,1772,179518,438,0,Kenya_SME
Manufacturing,8,4,831218,36,20.52,36977,25012,104,0.3236,5,22650,2614,1,1271,2708,423,110415,547,0,Kenya_SME
Hospitality,0.9,1,659867,36,9.1,41512,12394,886,0.7014,1,4493,1074,1,1686,1782,2389,684410,2532,0,Kenya_SME
Retail,0.5,4,104457,24,9.48,126886,98024,142,0.2275,4,8576,1199,1,1688,3190,1027,382168,513,1,Kenya_SME
Transport,10.8,7,74859,12,23.72,45923,39061,348,0.1494,6,6576,2221,0,0,1118,2116,159895,905,0,Kenya_SME
ICT,5.2,23,608067,60,13.92,128263,80303,389,0.3739,0,16210,1655,0,0,629,1271,524852,322,0,Kenya_SME
Hospitality,1.9,2,365051,24,19.58,14141,13916,135,0.0159,6,2139,627,1,2626,2151,1511,17923,54,1,Kenya_SME
Agribusiness,1.4,13,99793,12,23.84,18526,12106,157,0.3465,8,10571,549,0,0,1438,1664,48310,334,0,Kenya_SME
Wholesale,0.5,2,249700,60,16.43,24773,17959,194,0.275,3,5297,4095,0,0,2715,751,106720,180,1,Kenya_SME
Retail,12.6,11,1990476,12,12.58,1385139,384008,858,0.7228,0,1506,5386,1,7043,5306,3623,454289,1692,0,Kenya_SME
Hospitality,13.5,1,217362,24,23.43,31380,20225,236,0.3555,6,1280,1282,0,0,1465,1160,191591,472,0,Kenya_SME
Services,0.5,3,2552920,60,15.93,29176,11399,66,0.6093,11,3365,1729,0,0,903,1153,29453,68,1,Kenya_SME
Wholesale,0.5,2,990018,36,17.63,73580,61132,325,0.1692,7,1239,1985,1,9456,897,811,65915,445,1,Kenya_SME
Hospitality,16.2,4,497514,18,24.68,266865,186649,139,0.3006,1,13616,1302,1,2272,1100,2271,82253,254,0,Kenya_SME
Services,13.6,4,2473188,12,13.66,129459,92093,685,0.2886,3,3505,5209,0,0,538,434,207741,420,0,Kenya_SME
Services,8.6,6,414801,12,15.39,87968,73832,558,0.1607,0,2598,3298,1,4004,1525,1570,400675,1342,0,Kenya_SME
Services,1.6,2,490614,12,17.98,98547,40023,483,0.5939,0,4252,1316,0,0,2464,1955,376159,477,0,Kenya_SME
Wholesale,2.5,4,661473,36,16.53,38845,27940,392,0.2807,5,1538,1624,1,3351,2485,981,232815,648,1,Kenya_SME
Transport,4.4,5,746546,18,21.89,49844,36514,156,0.2674,2,6485,5951,0,0,1651,1323,85197,237,0,Kenya_SME
ICT,4.3,4,377838,12,14.95,256672,156014,1755,0.3922,1,3787,4060,1,4992,2347,975,141957,534,0,Kenya_SME
Retail,10.1,1,459405,24,21.49,86413,65365,67,0.2436,4,6088,4077,0,0,1689,1522,99969,320,0,Kenya_SME
Manufacturing,3.4,1,141552,36,15.4,75522,50988,498,0.3249,3,2855,1179,0,0,821,570,43604,98,0,Kenya_SME
Manufacturing,6.1,10,317492,12,20.84,223749,198948,266,0.1108,4,9009,1316,0,0,786,804,150748,348,0,Kenya_SME
Retail,0.5,3,1769043,18,14.09,61282,38460,155,0.3724,4,3447,4148,0,0,1355,650,79160,262,0,Kenya_SME
Transport,6,15,2263018,18,22.18,16744,15381,337,0.0814,4,811,2346,1,692,1989,811,91933,251,1,Kenya_SME
Services,10.6,3,293371,6,17.81,32970,29008,65,0.1202,5,8301,4147,1,596,2406,668,11266,61,0,Kenya_SME
Retail,1.1,4,1204940,6,17.94,301136,207196,361,0.312,2,6811,1812,1,713,1411,2463,296386,431,0,Kenya_SME
Wholesale,3.7,7,396536,12,27.31,35761,15900,128,0.5554,2,4823,2769,1,989,621,1173,122663,311,0,Kenya_SME
Agribusiness,4.9,6,222341,48,26.75,34747,28392,61,0.1829,2,2268,1133,0,0,3802,734,109817,298,1,Kenya_SME
Transport,1.4,14,134226,12,21.79,16861,16063,156,0.0473,7,7690,5488,1,11437,1085,1282,62428,114,1,Kenya_SME
Retail,11.3,1,501724,60,13.66,26921,18330,278,0.3191,2,20962,4891,0,0,1941,1189,86874,93,0,Kenya_SME
Retail,11.5,6,2986195,36,21,78674,45653,402,0.4197,2,1878,2753,0,0,3352,3286,57843,123,0,Kenya_SME
Retail,7.4,1,273788,36,26.89,102433,64818,377,0.3672,5,3224,514,0,0,5231,929,201959,642,1,Kenya_SME
Manufacturing,1.7,3,98581,12,20.85,40112,34710,210,0.1347,7,4549,1841,1,6232,1896,438,165224,438,1,Kenya_SME
Transport,3.8,1,2655569,24,12.85,15950,14193,136,0.1101,4,2266,3038,1,1166,1732,2072,226424,964,1,Kenya_SME
Wholesale,9,6,2025595,48,19.59,114069,97133,284,0.1485,0,785,3960,1,492,3836,1430,322201,878,0,Kenya_SME
Retail,12,1,213918,6,24.42,32918,26457,103,0.1963,6,2343,1729,1,9682,859,410,16647,30,0,Kenya_SME
Wholesale,4.7,1,525363,12,18.46,62502,41304,219,0.3392,4,734,1614,1,641,1719,2119,49213,104,0,Kenya_SME
Services,1.6,2,101194,24,11.07,68334,53094,180,0.223,0,7088,2734,1,648,2369,461,226982,526,0,Kenya_SME
ICT,12.1,12,1306690,36,20.95,13185,6014,245,0.5438,4,13672,2567,0,0,744,661,14486,22,1,Kenya_SME
Agribusiness,0.5,8,1024160,36,22.53,32806,26750,334,0.1846,1,3058,2325,1,7894,1821,533,81876,271,0,Kenya_SME
Transport,10.3,13,692381,48,18.48,29929,21946,528,0.2667,3,1921,918,1,499,2056,858,21615,47,0,Kenya_SME
Wholesale,8.5,1,901017,18,25.52,51033,15453,69,0.6972,4,8343,3248,0,0,717,2606,8508,27,1,Kenya_SME
Wholesale,2.8,22,527206,6,11.16,67248,23933,126,0.6441,2,4262,7779,1,3126,1344,2200,225785,844,0,Kenya_SME
Manufacturing,8.1,38,381810,60,19.23,102723,70156,292,0.317,1,8894,3087,0,0,4091,1462,94774,430,0,Kenya_SME
Retail,10.8,2,2642698,6,13.41,63915,60329,106,0.0561,4,13968,2419,1,2882,3870,435,192595,336,0,Kenya_SME
Retail,7,5,72312,36,21.87,21002,16431,425,0.2177,3,15865,1135,0,0,1087,1013,59381,88,0,Kenya_SME
Hospitality,2.1,2,1740671,24,18.72,46715,16610,195,0.6444,6,2009,3371,0,0,679,483,185380,259,0,Kenya_SME
Wholesale,15.7,9,1719123,6,15.97,72465,33382,338,0.5393,1,24331,2324,1,2294,1724,857,408046,1608,0,Kenya_SME
Services,10.1,20,762838,18,15.69,280919,167905,679,0.4023,0,3502,3038,0,0,1098,1659,305366,811,0,Kenya_SME
Services,2,2,1719534,24,17.75,33656,24518,255,0.2715,0,4305,714,1,5489,3330,1484,680847,2380,0,Kenya_SME
Retail,0.6,1,333870,6,20.16,25298,15873,149,0.3726,4,2726,3783,0,0,2353,1052,71245,163,1,Kenya_SME
Manufacturing,0.5,3,564119,48,17.94,58673,24684,266,0.5793,1,982,1539,0,0,649,2160,86315,74,0,Kenya_SME
Wholesale,2.2,117,893826,18,18.34,37782,18000,97,0.5236,6,1735,4861,1,35912,4519,1282,114351,210,0,Kenya_SME
Retail,6.9,9,303497,12,25.26,93703,18741,188,0.8,6,3287,4060,0,0,1034,1372,421284,1708,0,Kenya_SME
Construction,0.5,6,1174975,36,21.1,11137,4365,106,0.608,5,7119,887,1,2736,361,1501,197895,265,1,Kenya_SME
Retail,0.5,10,428600,18,24.09,30840,16624,124,0.461,3,2037,2825,0,0,517,630,9792,22,0,Kenya_SME
Wholesale,3.3,12,824099,18,12.92,55688,19819,292,0.6441,2,3703,1669,0,0,2312,1259,147104,241,0,Kenya_SME
Agribusiness,0.5,6,516165,36,22.99,116752,93518,171,0.199,2,13810,2166,0,0,1170,2307,277218,1108,0,Kenya_SME
Hospitality,7.2,4,416044,12,16.69,98572,48950,609,0.5034,4,9911,2721,1,2061,609,1200,719847,1612,0,Kenya_SME
ICT,2.3,2,348024,24,20.93,63384,54468,467,0.1407,0,3129,1734,1,351,1786,1205,112296,481,0,Kenya_SME
Agribusiness,7.5,5,337604,24,16.97,72312,50691,161,0.299,2,2009,3292,0,0,2813,1728,113592,151,0,Kenya_SME
Services,4.3,12,420495,18,11.87,194465,158326,173,0.1858,2,12432,2785,0,0,2343,859,78283,115,0,Kenya_SME
Construction,2.8,12,265655,48,16.29,22780,12981,99,0.4301,2,2267,3786,1,1082,1122,1349,346769,299,0,Kenya_SME
Wholesale,0.9,2,788729,12,23.73,142477,55200,152,0.6126,2,3469,1888,1,2136,3194,2175,116033,275,0,Kenya_SME
Retail,2.6,4,498588,36,23.84,295059,193013,220,0.3458,3,1899,2236,1,2860,2029,1041,90464,238,0,Kenya_SME
ICT,11,2,1915561,24,23.3,288288,270411,557,0.062,0,5553,1527,1,1212,2781,1823,197875,335,0,Kenya_SME
Manufacturing,5.2,11,855509,24,21.41,55767,18435,239,0.6694,3,9897,557,0,0,2954,2774,26123,55,0,Kenya_SME
Agribusiness,2,7,265771,18,17.58,59872,46672,279,0.2205,2,2614,5939,0,0,759,2312,131675,420,0,Kenya_SME
ICT,6.5,3,356873,12,23.01,130936,84942,246,0.3513,1,8051,704,0,0,1464,459,65893,372,0,Kenya_SME
Informal,6.5,2,203101,60,22.31,83794,76532,80,0.0867,3,2688,605,0,0,2986,647,80871,139,0,Kenya_SME
Retail,30,1,356772,36,23.78,61478,43084,168,0.2992,4,6097,4102,0,0,2646,416,47126,53,0,Kenya_SME
Manufacturing,23.7,4,144768,24,15.69,33090,28780,54,0.1302,1,13321,3273,0,0,2372,1162,460843,952,0,Kenya_SME
Agribusiness,7,16,1018553,18,18.93,123762,100452,314,0.1883,7,3668,2112,1,3604,1182,2691,11218,31,0,Kenya_SME
Hospitality,2.1,2,85976,12,18.68,87949,26453,362,0.6992,2,5335,2070,0,0,843,2208,267642,659,0,Kenya_SME
Hospitality,5.5,1,761278,12,14.06,53674,46547,248,0.1328,3,14106,942,0,0,950,1759,55114,156,0,Kenya_SME
Hospitality,2.2,5,589183,24,12.11,134586,99459,313,0.261,5,1184,4503,1,4329,809,1793,111653,300,0,Kenya_SME
Retail,8.6,13,341566,24,18.22,77252,41116,534,0.4678,1,12017,2352,0,0,1973,1027,49179,59,0,Kenya_SME
Retail,20.2,10,447153,18,22.52,70125,40475,228,0.4228,3,3795,1538,0,0,2928,1390,34907,177,0,Kenya_SME
Services,0.5,12,145388,12,28.8,13915,12318,41,0.1148,11,9093,4032,0,0,1178,466,14013,8,1,Kenya_SME
Retail,5.9,3,461536,6,9.15,72312,61677,283,0.1471,2,6896,7960,0,0,1780,1412,338971,1193,0,Kenya_SME
Retail,3,10,200130,48,16.17,98221,86776,226,0.1165,9,13650,3242,0,0,1595,586,111252,273,0,Kenya_SME
Agribusiness,3.1,5,1338352,36,24.85,35919,25710,193,0.2842,1,1137,3370,1,2265,1162,1174,103160,261,0,Kenya_SME
Transport,0.5,3,722061,24,15.4,104093,20819,553,0.8,0,2461,864,1,274,2916,1312,106701,535,0,Kenya_SME
Wholesale,5.2,3,35789,12,15.99,24113,19453,99,0.1933,2,3403,1174,1,13306,1984,1047,16379,46,1,Kenya_SME
ICT,1.9,9,774330,6,19.05,29896,10838,643,0.6375,0,2624,3430,0,0,1660,851,603303,1639,0,Kenya_SME
Retail,2.8,7,801805,12,21.59,144148,77430,181,0.4628,3,18575,834,0,0,3048,482,206764,215,0,Kenya_SME
Transport,0.5,6,491101,12,21.43,9761,7784,214,0.2025,4,9229,376,1,4213,3125,553,28478,61,1,Kenya_SME
Services,9.3,8,210491,60,14.12,123762,42822,303,0.654,3,2528,4855,1,561,2367,1346,139744,321,0,Kenya_SME
Agribusiness,1.1,2,213080,12,23.45,47266,31594,295,0.3316,2,1873,1543,0,0,2173,1250,171227,323,1,Kenya_SME
Wholesale,0.8,1,1191352,24,12.02,60567,33558,230,0.4459,6,4351,2404,0,0,1489,3930,17778,57,0,Kenya_SME
ICT,11.6,2,934184,36,25.61,34667,30188,127,0.1292,2,7459,523,0,0,2272,878,49516,44,1,Kenya_SME
Retail,1.1,9,468381,60,23.68,43138,31800,259,0.2628,6,5600,2663,1,2320,2808,2924,116869,238,0,Kenya_SME
ICT,5.8,1,142827,48,15.99,23382,7626,96,0.6738,4,5382,906,1,1216,1150,907,125876,172,0,Kenya_SME
Services,5.1,3,44358,12,19.49,54143,51429,183,0.0501,4,5013,2501,0,0,1678,922,20598,38,1,Kenya_SME
Wholesale,4.9,5,315439,18,17.23,205608,117103,555,0.4305,1,2629,1387,0,0,1597,1475,122927,240,0,Kenya_SME
Hospitality,7.6,8,397101,24,23.86,73288,19436,167,0.7348,3,5173,1649,1,11381,1848,1049,25152,94,1,Kenya_SME
Transport,0.5,1,296474,18,20.22,68893,53464,332,0.224,2,5245,768,1,10490,1906,1331,40387,142,1,Kenya_SME
Wholesale,15.3,1,305913,12,18.7,43876,40370,56,0.0799,0,6774,598,0,0,2842,1252,71552,148,1,Kenya_SME
Agribusiness,5.1,3,882563,60,15.46,40281,23082,155,0.427,3,9815,752,1,693,3110,1051,73021,241,0,Kenya_SME
Services,8.5,6,381143,12,22.55,45070,21825,377,0.5157,4,20218,974,0,0,1634,871,41232,114,1,Kenya_SME
ICT,4.5,15,694292,36,14.61,48594,40851,115,0.1593,5,13281,3579,1,13263,1040,1295,223716,360,0,Kenya_SME
Informal,0.5,2,51293,36,20.29,57161,20029,440,0.6496,3,1902,1123,0,0,1325,766,144662,638,1,Kenya_SME
Transport,3.4,1,562948,36,30.57,28975,20451,130,0.2942,2,15015,1504,0,0,4126,834,118300,355,1,Kenya_SME
ICT,21.1,5,200136,18,17.06,7703,7210,189,0.064,4,3796,4210,0,0,830,836,25138,89,1,Kenya_SME
Transport,5.4,28,359788,12,21.49,31193,12463,367,0.6004,6,14702,3136,0,0,1453,560,98696,670,0,Kenya_SME
Transport,6.2,6,700247,6,22.05,43431,30243,969,0.3036,3,8800,732,0,0,883,916,223082,461,0,Kenya_SME
Agribusiness,2.2,7,576843,48,20.75,177716,139834,134,0.2132,1,5706,3982,0,0,1383,2672,148168,346,0,Kenya_SME
Manufacturing,1,25,735944,24,21.9,66501,56522,244,0.1501,6,2067,5788,0,0,1808,1825,27487,25,0,Kenya_SME
Services,9.1,10,325274,6,26.5,465340,423532,413,0.0898,1,2607,2385,0,0,5129,1497,170237,273,0,Kenya_SME
Services,3.7,5,894179,60,14.45,105134,85424,824,0.1875,1,7144,1632,1,2734,1520,1431,503606,2009,0,Kenya_SME
Wholesale,0.5,1,612398,36,13.66,22541,13624,112,0.3956,8,5992,919,0,0,2747,1025,107786,272,1,Kenya_SME
Informal,1,4,201316,24,12.61,49525,37298,480,0.2469,6,3969,6873,1,2026,1724,913,166552,341,0,Kenya_SME
Hospitality,0.5,8,941365,24,13.85,36220,31635,189,0.1266,4,3008,4595,0,0,1568,1177,16981,68,1,Kenya_SME
ICT,6.1,1,113437,24,20.11,36983,29791,42,0.1945,6,3072,200,1,2612,4505,1946,22734,37,0,Kenya_SME
ICT,12.4,10,819194,24,15.39,44319,24255,362,0.4527,1,6209,7800,0,0,1702,1618,178940,497,0,Kenya_SME
ICT,0.7,3,60287,24,9.96,39123,25527,523,0.3475,9,8220,1385,1,3213,2994,631,43439,151,1,Kenya_SME
Wholesale,1,3,344543,18,15.43,20719,16088,103,0.2235,4,2871,3784,1,2484,1766,964,71594,548,0,Kenya_SME
Agribusiness,0.6,2,972058,36,15.91,123872,78760,336,0.3642,3,4656,313,1,2832,1681,1384,84836,390,0,Kenya_SME
Hospitality,5.6,6,1242654,36,22.53,336713,150235,389,0.5538,5,3943,1003,1,4714,1311,2627,67893,388,0,Kenya_SME
Agribusiness,13,7,282842,18,27.82,47196,28049,105,0.4057,3,3192,1496,0,0,2479,1632,9449,35,0,Kenya_SME
Transport,2.8,1,210919,36,25.24,235586,206297,86,0.1243,6,3223,1407,0,0,1116,1413,7582,38,1,Kenya_SME
Retail,2.4,7,1243834,18,20.6,95163,56585,401,0.4054,1,5011,2728,1,295,1484,956,141495,492,0,Kenya_SME
Services,1.3,9,633685,24,31.73,132221,101913,271,0.2292,3,2694,4954,0,0,463,2444,103637,188,1,Kenya_SME
Agribusiness,6.1,10,406310,24,14.24,114049,71357,558,0.3743,1,3685,920,1,2016,1295,1354,113288,145,0,Kenya_SME
Transport,0.5,5,2053838,24,13.99,127420,59858,257,0.5302,7,16994,6124,0,0,5356,2128,197064,205,0,Kenya_SME
Hospitality,2.7,3,182533,18,14.66,62591,50288,122,0.1965,2,1983,1810,1,1937,3574,774,350922,2053,0,Kenya_SME
Retail,0.5,3,136724,24,18.27,165217,88889,95,0.462,8,4781,1118,0,0,3385,1703,78901,204,0,Kenya_SME
Retail,2.2,1,554129,24,14.46,77944,27337,509,0.6493,1,8244,908,0,0,1783,2397,77897,176,0,Kenya_SME
Construction,4.3,1,231491,12,20.53,19459,17089,55,0.1218,3,33851,568,0,0,816,513,21783,41,1,Kenya_SME
Agribusiness,6.5,4,1039052,48,18.07,151225,69900,383,0.5378,4,10941,17185,1,3325,3440,2844,401586,1731,0,Kenya_SME
Transport,0.5,2,287862,36,18.51,56595,32116,511,0.4325,6,1024,4744,1,6695,3378,2697,68078,136,0,Kenya_SME
ICT,18.1,4,368401,24,17.72,170495,130119,130,0.2368,5,3005,742,0,0,1413,1306,54339,165,0,Kenya_SME
Transport,0.7,17,1260051,12,15.18,124467,104293,416,0.1621,0,760,1295,0,0,2485,991,54593,280,0,Kenya_SME
